sku,category_1_name,category_2_name,category_3_name,category_4_name,category_5_name,collection_real_launch_date_date,product_first_order_date,descricao_cor,familia_cor_nome
2511_1000032_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-08,MARINHO,AZUL
2511_1000088_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-12,PINK,ROSA
2511_115_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-17,COBRA CLASSY AZUL,AZUL
2511_40130843_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-09,PRETO,PRETO
2511_40130847_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-09-29,BRANCO,BRANCO
2511_87_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-10-25,ARABESCO POWER VERMELHO,VERMELHO
2511_87_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-10-14,ARABESCO POWER VERMELHO,VERMELHO
2513_1000088_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2016-02-05,PINK,ROSA
2513_105_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2016-02-03,NEW IKAT PINK,ROSA
2513_107_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2016-01-07,SIMETRIA PB,PRETO
2513_111_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-29,TAJ LARANJA,LARANJA
2513_119_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2016-01-17,FLORESTA,VERDE
2513_119_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2016-01-06,FLORESTA,VERDE
2513_121_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-28,FOLHAGEM TRENDY,VERDE
2513_121_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-28,FOLHAGEM TRENDY,VERDE
2513_125_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-28,ONCA CLASSIC,BEGE
2513_129_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-01,LISTRAS VERMELHO,VERMELHO
2513_91_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-05,BARQUINHOS,AZUL
2513_93_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-13,BUBBLES,AZUL
2513_95_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-11-03,CHEVRON NAVY,AZUL
2515_109_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-22,TAJ AMARELO,AMARELO
2515_40130843_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-14,PRETO,PRETO
2515_91_0_P,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-03,BARQUINHOS,AZUL
2515_97_0_P,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-01,ROPES,DOURADO
2517_105_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-24,NEW IKAT PINK,ROSA
2519_111_0_G,Feminino,Moda,Praia,Calcinhas,,2015-10-01,2015-10-20,TAJ LARANJA,LARANJA
4045_233_0_42,Feminino,Moda,Roupas,Calças,Skinny,2015-12-02,2015-12-02,INDIGO ESCURO,AZUL
4049_1000054_0_U,Feminino,Acessórios,Bolsas,Midi,,2015-11-09,2015-11-09,CARAMELO,MARROM
4055_1000054_0_U,Feminino,Acessórios,Bolsas,Midi,,2015-11-09,2015-11-09,CARAMELO,MARROM
4061_1000054_0_U,Feminino,Acessórios,Bolsas,Maxi,,2015-11-09,2015-11-09,CARAMELO,MARROM
4065_1000054_0_G,Feminino,Moda,Roupas,Calças,Flare,2015-12-02,2016-03-20,CARAMELO,MARROM
4065_1000054_0_PP,Feminino,Moda,Roupas,Calças,Flare,2015-12-02,2016-01-13,CARAMELO,MARROM
4065_251_0_M,Feminino,Moda,Roupas,Calças,Flare,2015-12-02,2016-01-20,BERINJELA,ROXO
4069_1000058_0_G,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2015-12-02,2015-12-09,OFF-WHITE,BRANCO
4069_1000094_0_M,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2015-12-02,2015-12-14,AZUL CLARO,AZUL
4071_1000048_0_G,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-17,TURQUESA,AZUL
4071_1000048_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-17,TURQUESA,AZUL
4071_1000048_0_P,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-02,TURQUESA,AZUL
4071_1000048_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-09,TURQUESA,AZUL
4071_1000058_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-07,OFF-WHITE,BRANCO
4071_1000058_0_M,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-02,OFF-WHITE,BRANCO
4071_40130843_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-04,PRETO,PRETO
4071_40130843_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-08,PRETO,PRETO
4073_1000094_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-03,AZUL CLARO,AZUL
4075_1000032_0_G,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-20,MARINHO,AZUL
4075_1000032_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-20,MARINHO,AZUL
4075_1000058_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-11,OFF-WHITE,BRANCO
4075_1000058_0_P,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-02,OFF-WHITE,BRANCO
4075_253_0_M,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-07,RUBI,VERMELHO
4075_253_0_M,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-07,RUBI,VERMELHO
4075_40130843_0_G,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-02,PRETO,PRETO
4075_40130843_0_M,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-02,PRETO,PRETO
4077_1000058_0_PP,Feminino,Moda,Roupas,Blusas,Cropped,2015-12-02,2015-12-08,OFF-WHITE,BRANCO
4077_1000058_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-08,OFF-WHITE,BRANCO
4077_40130843_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-11,PRETO,PRETO
4079_1000058_0_38,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2015-12-02,2015-12-16,OFF-WHITE,BRANCO
4083_1000096_0_38,Feminino,Moda,Roupas,Macacão,Macacão,2015-12-02,2015-12-11,AZUL ESCURO,AZUL
4083_1000096_0_40,Feminino,Moda,Roupas,Macacão,Macacão,2015-12-02,2015-12-20,AZUL ESCURO,AZUL
4083_83_0_36,Feminino,Moda,Roupas,Macacão,Macacão,2015-12-02,2015-12-14,VINHO,VERMELHO
4087_255_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-06,LOULOU,ROXO
4087_255_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-26,LOULOU,ROXO
4087_257_0_GG,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-06,MARRAKECH,ROXO
4087_259_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-07,PAISLEY GIPSY AZUL,AZUL
4087_259_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-11,PAISLEY GIPSY AZUL,AZUL
4087_263_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-13,PATCHWORK AZUL,AZUL
4087_265_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-10,PATCHWORK VERMELHO,VERMELHO
4089_257_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-13,MARRAKECH,ROXO
4089_263_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-11,PATCHWORK AZUL,AZUL
4091_1000026_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-13,ROSA,ROSA
4091_1000026_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-09,ROSA,ROSA
4091_1000026_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-01-06,ROSA,ROSA
4091_1000058_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-20,OFF-WHITE,BRANCO
4091_1000058_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-09,OFF-WHITE,BRANCO
4091_1000058_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-09,OFF-WHITE,BRANCO
4093_1000058_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,OFF-WHITE,BRANCO
4093_1000058_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-05,OFF-WHITE,BRANCO
4095_233_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-09,INDIGO ESCURO,AZUL
4095_233_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-03,INDIGO ESCURO,AZUL
4095_233_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,INDIGO ESCURO,AZUL
4095_239_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,INDIGO CLARO,AZUL
4097_265_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2016-02-04,PATCHWORK VERMELHO,VERMELHO
4101_1000072_0_44,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-28,MOSTARDA,AMARELO
4101_40130843_0_42,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-19,PRETO,PRETO
4101_40130843_0_44,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-21,PRETO,PRETO
4103_233_0_40,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-20,INDIGO ESCURO,AZUL
4103_233_0_42,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-19,INDIGO ESCURO,AZUL
4103_233_0_44,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-21,INDIGO ESCURO,AZUL
4107_1000054_0_36,Feminino,Moda,Roupas,Saias,Maxi,2015-12-02,2015-12-10,CARAMELO,MARROM
4109_1000058_0_P,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-05,OFF-WHITE,BRANCO
4109_1000096_0_M,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-10,AZUL ESCURO,AZUL
2521_103_0_P,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-12-19,NEW IKAT AZUL,AZUL
2521_107_0_M,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-11-27,SIMETRIA PB,PRETO
2521_115_0_M,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2015-12-29,COBRA CLASSY AZUL,AZUL
2521_121_0_G,Feminino,Moda,Praia,Calcinhas,Borboleta,2015-10-01,2016-01-11,FOLHAGEM TRENDY,VERDE
2523_107_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2016-01-26,SIMETRIA PB,PRETO
2525_103_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-16,NEW IKAT AZUL,AZUL
2525_111_0_P,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-15,TAJ LARANJA,LARANJA
2525_40130843_0_G,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-12,PRETO,PRETO
2525_40130843_0_M,Feminino,Moda,Praia,Calcinhas,Lacinho,2015-10-01,2015-12-07,PRETO,PRETO
2527_1000094_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2016-01-09,AZUL CLARO,AZUL
2527_121_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-12-16,FOLHAGEM TRENDY,VERDE
2527_40130843_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-14,PRETO,PRETO
2527_40130847_0_G,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-10-30,BRANCO,BRANCO
2529_113_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-26,BANANAS,ROSA
2529_119_0_M,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-12-16,FLORESTA,VERDE
2529_125_0_P,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-12,ONCA CLASSIC,BEGE
2529_40130847_0_P,Feminino,Moda,Praia,Calcinhas,Slip,2015-10-01,2015-11-12,BRANCO,BRANCO
2531_113_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-11-05,BANANAS,ROSA
2531_115_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-11-20,COBRA CLASSY AZUL,AZUL
2531_125_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-10-23,ONCA CLASSIC,BEGE
2531_91_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-10-13,BARQUINHOS,AZUL
2531_93_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-10-12,BUBBLES,AZUL
2531_95_0_G,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-11-09,CHEVRON NAVY,AZUL
2541_1000088_0_G,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-12-09,PINK,ROSA
2541_1000110_0_M,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-12-16,VERDE AGUA,VERDE
2541_115_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-19,COBRA CLASSY AZUL,AZUL
2541_121_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-16,FOLHAGEM TRENDY,VERDE
2541_127_0_P,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-10-09,NAVY MARINHO,AZUL
2541_40130847_0_G,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-12-15,BRANCO,BRANCO
2541_40130847_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2016-02-28,BRANCO,BRANCO
2543_1000110_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-29,VERDE AGUA,VERDE
2543_101_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-20,BOHO SOFT,ROSA
2543_101_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-23,BOHO SOFT,ROSA
2543_103_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-11-04,NEW IKAT AZUL,AZUL
2543_109_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-28,TAJ AMARELO,AMARELO
2543_117_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2016-04-27,COBRA CLASSY BRANCO,AZUL
2543_117_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2016-05-30,COBRA CLASSY BRANCO,AZUL
2543_119_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-26,FLORESTA,VERDE
2543_127_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-01,NAVY MARINHO,AZUL
2543_40130843_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-20,PRETO,PRETO
2543_40130847_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-27,BRANCO,BRANCO
2543_91_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-09-28,BARQUINHOS,AZUL
2543_91_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-09-28,BARQUINHOS,AZUL
2543_99_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-10-26,BALI INDIGO,AZUL
2545_115_0_M,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-09-29,COBRA CLASSY AZUL,AZUL
2545_93_0_P,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-09-28,BUBBLES,AZUL
2545_97_0_M,Feminino,Moda,Praia,Tops,Frente Única,2015-10-01,2015-09-28,ROPES,DOURADO
2547_111_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-12,TAJ LARANJA,LARANJA
2547_40130843_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-16,PRETO,PRETO
2547_40130843_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-15,PRETO,PRETO
2551_1000088_0_M,Feminino,Moda,Praia,Tops,,2015-10-01,2015-11-06,PINK,ROSA
2551_1000088_0_P,Feminino,Moda,Praia,Tops,,2015-10-01,2015-11-05,PINK,ROSA
2557_109_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2016-01-12,TAJ AMARELO,AMARELO
2557_40130843_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-29,PRETO,PRETO
2557_40130843_0_M,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-26,PRETO,PRETO
2557_40130843_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-26,PRETO,PRETO
2557_40130847_0_G,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2016-01-02,BRANCO,BRANCO
2557_40130847_0_P,Feminino,Moda,Praia,Tops,Tomara que Caia,2015-10-01,2015-12-26,BRANCO,BRANCO
2559_101_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2016-01-05,BOHO SOFT,ROSA
2559_103_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-29,NEW IKAT AZUL,AZUL
2559_109_0_G,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2016-01-08,TAJ AMARELO,AMARELO
2559_111_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-30,TAJ LARANJA,LARANJA
2559_113_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-27,BANANAS,ROSA
4109_40130843_0_G,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-05,PRETO,PRETO
4111_299_0_G,Feminino,Moda,Roupas,Saias,Mini,2016-02-29,2016-02-29,GARDEN,VERMELHO
4111_299_0_P,Feminino,Moda,Roupas,Saias,Mini,2016-02-29,2016-03-07,GARDEN,VERMELHO
4113_1000026_0_P,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-03,ROSA,ROSA
4113_1000026_0_PP,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-09,ROSA,ROSA
4113_1000032_0_P,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-05,MARINHO,AZUL
4113_1000032_0_PP,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-04,MARINHO,AZUL
4113_1000094_0_P,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-12,AZUL CLARO,AZUL
4115_40130843_0_P,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-11,PRETO,PRETO
4115_40130847_0_M,Feminino,Moda,Roupas,Saias,Midi,2015-12-02,2015-12-13,BRANCO,BRANCO
4117_1000026_0_36,Feminino,Moda,Roupas,Saias,Mini,2015-12-02,2015-12-19,ROSA,ROSA
4119_257_0_38,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-01,MARRAKECH,ROXO
4119_257_0_42,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-31,MARRAKECH,ROXO
4119_259_0_42,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-12,PAISLEY GIPSY AZUL,AZUL
4121_1000058_0_38,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-03,OFF-WHITE,BRANCO
4121_40130843_0_38,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-08,PRETO,PRETO
4121_40130843_0_40,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-06,PRETO,PRETO
4123_1000038_0_G,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-01-29,CINZA,CINZA
4123_1000110_0_G,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-15,VERDE AGUA,VERDE
4123_1000110_0_M,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-14,VERDE AGUA,VERDE
4123_1000110_0_P,Feminino,Moda,Roupas,Shorts,,2015-12-02,2016-05-29,VERDE AGUA,VERDE
4125_1000012_0_40,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-14,BEGE,BEGE
4125_1000026_0_36,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-08,ROSA,ROSA
4125_1000026_0_40,Feminino,Moda,Roupas,Shorts,,2015-12-02,2015-12-14,ROSA,ROSA
4127_1000036_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-10,CORAL,LARANJA
4127_1000040_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-03,LILAS,ROXO
4127_1000040_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-09,LILAS,ROXO
4127_1000058_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,OFF-WHITE,BRANCO
4127_1000058_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,OFF-WHITE,BRANCO
4129_255_0_PP,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-14,LOULOU,ROXO
4129_259_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-11,PAISLEY GIPSY AZUL,AZUL
4129_263_0_M,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-13,PATCHWORK AZUL,AZUL
4129_275_0_M,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2016-01-25,SHIBORI,AZUL
4129_277_0_GG,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2016-02-23,STRIPES AZUL,AZUL
4129_279_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2016-01-20,STRIPES ROSA,ROSA
4131_1000058_0_PP,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-10,OFF-WHITE,BRANCO
4131_1000094_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-10,AZUL CLARO,AZUL
4133_1000012_0_PP,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-22,BEGE,BEGE
4133_1000026_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-19,ROSA,ROSA
4133_1000058_0_M,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-12,OFF-WHITE,BRANCO
4133_1000058_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2015-12-02,2015-12-04,OFF-WHITE,BRANCO
4135_1000058_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,OFF-WHITE,BRANCO
4135_40130843_0_G,Feminino,Moda,Roupas,Suéters & Cardigãs,Tricôs,2015-12-02,2015-12-08,PRETO,PRETO
4135_40130843_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-08,PRETO,PRETO
4135_40130843_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2015-12-02,2015-12-02,PRETO,PRETO
4137_1000024_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-04-30,VERMELHO,VERMELHO
4137_1000032_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-19,MARINHO,AZUL
4137_1000094_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-03,AZUL CLARO,AZUL
4139_1000110_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-04,VERDE AGUA,VERDE
413_1000016_0_38,Feminino,Moda,Roupas,Calças,Flare,2015-05-04,2015-05-09,MARROM,MARROM
4141_1000094_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-13,AZUL CLARO,AZUL
4143_257_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-04,MARRAKECH,ROXO
4143_263_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-02,PATCHWORK AZUL,AZUL
4143_263_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-21,PATCHWORK AZUL,AZUL
4143_263_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-10,PATCHWORK AZUL,AZUL
4145_255_0_GG,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-10,LOULOU,ROXO
4145_255_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-20,LOULOU,ROXO
4145_255_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-04,LOULOU,ROXO
4145_257_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-21,MARRAKECH,ROXO
4145_257_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-30,MARRAKECH,ROXO
4145_259_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-26,PAISLEY GIPSY AZUL,AZUL
4147_1000024_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-21,VERMELHO,VERMELHO
4147_1000058_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2015-12-27,OFF-WHITE,BRANCO
4147_1000096_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-26,AZUL ESCURO,AZUL
4149_255_0_GG,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-01-12,LOULOU,ROXO
4149_255_0_PP,Feminino,Moda,Roupas,Vestidos,Curto,2015-12-02,2016-02-13,LOULOU,ROXO
2559_115_0_P,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2015-12-30,COBRA CLASSY AZUL,AZUL
2559_119_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2016-01-07,FLORESTA,VERDE
255_1000058_0_38,Feminino,Moda,Roupas,Blusas,Blusas,2015-05-04,2015-05-05,OFF-WHITE,BRANCO
2563_107_0_M,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2016-01-31,SIMETRIA PB,PRETO
2563_40130847_0_G,Feminino,Moda,Praia,Tops,Cortininha,2015-10-01,2016-01-08,BRANCO,BRANCO
2565_40130843_0_P,Feminino,Moda,Praia,Maiôs,,2015-10-01,2016-01-26,PRETO,PRETO
